user_pk,follower_pk,follower_username,follower_count,thread_user_pk,thread_username,thread_follower_pk,thread_follower_username
259674468.0,,,0.0,259674468.0,real_phoenix_writes,70250491922.0,britnbrown_86
259674468.0,,,0.0,259674468.0,real_phoenix_writes,63457360430.0,princesssudi
259674468.0,,,0.0,259674468.0,real_phoenix_writes,63474617901.0,ryan_reads_and_writes
259674468.0,,,0.0,259674468.0,real_phoenix_writes,71905872492.0,emma_woodhouse_books
259674468.0,,,0.0,259674468.0,real_phoenix_writes,71452042928.0,jamesfahyauthor_real
259674468.0,,,0.0,259674468.0,real_phoenix_writes,63249857818.0,chrissie.munday
259674468.0,,,0.0,259674468.0,real_phoenix_writes,70737503315.0,rayray.creates.empires__
259674468.0,,,0.0,259674468.0,real_phoenix_writes,63378474258.0,carlosriveraauthor
259674468.0,,,0.0,259674468.0,real_phoenix_writes,64146307072.0,i_s_o_l_d_e_
259674468.0,,,0.0,259674468.0,real_phoenix_writes,233667994.0,kimfrase73
259674468.0,,,0.0,259674468.0,real_phoenix_writes,31279882.0,kperm
259674468.0,,,0.0,259674468.0,real_phoenix_writes,63043437031.0,jennisimonis_author
259674468.0,,,0.0,259674468.0,real_phoenix_writes,63091461877.0,sp00pkittn
259674468.0,,,0.0,259674468.0,real_phoenix_writes,63426714633.0,that_bookworm_guy
259674468.0,,,0.0,259674468.0,real_phoenix_writes,68927363440.0,roguecurrents
259674468.0,,,0.0,259674468.0,real_phoenix_writes,4987065836.0,lancebell5627
259674468.0,,,0.0,259674468.0,real_phoenix_writes,62863447280.0,julieemovon_author
259674468.0,,,0.0,259674468.0,real_phoenix_writes,68334934711.0,gokulnb740
259674468.0,,,0.0,259674468.0,real_phoenix_writes,37576462605.0,katherineshawwrites
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,7319907568.0,melanieasmithauthor
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,3092444516.0,fairestskyebooks
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,3662105709.0,jjswrites
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,5525387211.0,lexiebookish
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,7572394349.0,michelleleighmiller_author
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,63403268534.0,christinerwriter
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,63381245915.0,jameswritesurprisingly
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,63316161624.0,stevegriffin.author
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,63400902173.0,carrieauthor
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,63428878626.0,theconstantvoice
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,63079986020.0,katerinasanders
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,63612363814.0,beckywrightauthor
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,63125879808.0,jjdoborwrites
65961806408.0,,,0.0,65961806408.0,ellenreadauthor,63251473081.0,asholdfieldauthor
62863447280.0,,,0.0,62863447280.0,julieemovon_author,71452042928.0,jamesfahyauthor_real
62863447280.0,,,0.0,62863447280.0,julieemovon_author,46842625840.0,thereadingnoodle
62863447280.0,,,0.0,62863447280.0,julieemovon_author,71792368481.0,authorj.m.barber
62863447280.0,,,0.0,62863447280.0,julieemovon_author,71673628951.0,j.d.suarezm_author
62863447280.0,,,0.0,62863447280.0,julieemovon_author,70244829779.0,mykhaylo1604
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63463796828.0,kisses_from_a_killjoy_
62863447280.0,,,0.0,62863447280.0,julieemovon_author,71528921629.0,fierytenderness.writes
62863447280.0,,,0.0,62863447280.0,julieemovon_author,67360712488.0,windsorharmreduction.oat
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63223710605.0,bookish.baddie
62863447280.0,,,0.0,62863447280.0,julieemovon_author,69681848802.0,leptir1313
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63317505259.0,mykolasoo
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63048413263.0,jennyrw29
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63426714633.0,that_bookworm_guy
62863447280.0,,,0.0,62863447280.0,julieemovon_author,69037342636.0,everlyclaireauthor
62863447280.0,,,0.0,62863447280.0,julieemovon_author,6830875496.0,jenniferwellsbull
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63440057399.0,robby.moto
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63043437031.0,jennisimonis_author
62863447280.0,,,0.0,62863447280.0,julieemovon_author,67989824415.0,stephenonmars
62863447280.0,,,0.0,62863447280.0,julieemovon_author,68011718036.0,josh.mccluskey.796
62863447280.0,,,0.0,62863447280.0,julieemovon_author,44110252585.0,l.a.barnitz
62863447280.0,,,0.0,62863447280.0,julieemovon_author,66317169056.0,vickiandloki
62863447280.0,,,0.0,62863447280.0,julieemovon_author,65254475722.0,topvaluebooks
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63763248422.0,curious_lit_corner
62863447280.0,,,0.0,62863447280.0,julieemovon_author,64492365397.0,fuckits420247365
62863447280.0,,,0.0,62863447280.0,julieemovon_author,68334934711.0,gokulnb740
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63378474258.0,carlosriveraauthor
62863447280.0,,,0.0,62863447280.0,julieemovon_author,48733744379.0,marywritesshit
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63370822871.0,neil_writer
62863447280.0,,,0.0,62863447280.0,julieemovon_author,67888609550.0,ronahanson
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63405163526.0,importedhorror
62863447280.0,,,0.0,62863447280.0,julieemovon_author,64338268138.0,notions.of.nobody
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63381245915.0,jameswritesurprisingly
62863447280.0,,,0.0,62863447280.0,julieemovon_author,63818760791.0,sally_k
63104253787.0,,,0.0,63104253787.0,dlgillis20,71452042928.0,jamesfahyauthor_real
63104253787.0,,,0.0,63104253787.0,dlgillis20,1711916996.0,liz.avalos18
63104253787.0,,,0.0,63104253787.0,dlgillis20,1748581171.0,luna13darke
63104253787.0,,,0.0,63104253787.0,dlgillis20,68361680457.0,marcushawke
63104253787.0,,,0.0,63104253787.0,dlgillis20,2907929476.0,jessicamap
63104253787.0,,,0.0,63104253787.0,dlgillis20,63612363814.0,beckywrightauthor
63104253787.0,,,0.0,63104253787.0,dlgillis20,1961097326.0,firexxlily
63104253787.0,,,0.0,63104253787.0,dlgillis20,3081080225.0,contraryreader
63104253787.0,,,0.0,63104253787.0,dlgillis20,48733744379.0,marywritesshit
63104253787.0,,,0.0,63104253787.0,dlgillis20,63488392374.0,wafmichael
63104253787.0,,,0.0,63104253787.0,dlgillis20,7310326280.0,darkromancesun
63104253787.0,,,0.0,63104253787.0,dlgillis20,63428878626.0,theconstantvoice
67487534881.0,,,0.0,67487534881.0,aileen_b_kelleher,71452042928.0,jamesfahyauthor_real
67487534881.0,,,0.0,67487534881.0,aileen_b_kelleher,66769627005.0,exileonmainst_
68334934711.0,,,0.0,68334934711.0,gokulnb740,70854888684.0,vineetvermaauthor
68334934711.0,,,0.0,68334934711.0,gokulnb740,63242244277.0,festivalhorror
68334934711.0,,,0.0,68334934711.0,gokulnb740,70832977069.0,samwest_writer
68334934711.0,,,0.0,68334934711.0,gokulnb740,71452042928.0,jamesfahyauthor_real
68334934711.0,,,0.0,68334934711.0,gokulnb740,62971506123.0,wanderingdeerpoet
68334934711.0,,,0.0,68334934711.0,gokulnb740,70171962998.0,reeselandrypoetry
68334934711.0,,,0.0,68334934711.0,gokulnb740,28410033579.0,columbusmontgomery
68334934711.0,,,0.0,68334934711.0,gokulnb740,71673628951.0,j.d.suarezm_author
68334934711.0,,,0.0,68334934711.0,gokulnb740,65539594727.0,ab__theresajessica__130
68334934711.0,,,0.0,68334934711.0,gokulnb740,69681848802.0,leptir1313
68334934711.0,,,0.0,68334934711.0,gokulnb740,67840257186.0,randallbc777
68334934711.0,,,0.0,68334934711.0,gokulnb740,70383034771.0,coastalyarnworx
68334934711.0,,,0.0,68334934711.0,gokulnb740,68670971537.0,acacia_kamille
68334934711.0,,,0.0,68334934711.0,gokulnb740,69858622841.0,igakoncka
68334934711.0,,,0.0,68334934711.0,gokulnb740,68883347165.0,prime_of_the_day
68334934711.0,,,0.0,68334934711.0,gokulnb740,64530287411.0,mike_likes_books
68334934711.0,,,0.0,68334934711.0,gokulnb740,63310626224.0,jackiesstrength73
68334934711.0,,,0.0,68334934711.0,gokulnb740,63043437031.0,jennisimonis_author
68334934711.0,,,0.0,68334934711.0,gokulnb740,68927363440.0,roguecurrents
68334934711.0,,,0.0,68334934711.0,gokulnb740,67989824415.0,stephenonmars
68334934711.0,,,0.0,68334934711.0,gokulnb740,63763248422.0,curious_lit_corner
68334934711.0,,,0.0,68334934711.0,gokulnb740,63364836741.0,thekatelynmattson
68334934711.0,,,0.0,68334934711.0,gokulnb740,63374341688.0,jandrucci
68334934711.0,,,0.0,68334934711.0,gokulnb740,65254475722.0,topvaluebooks
68334934711.0,,,0.0,68334934711.0,gokulnb740,64492365397.0,fuckits420247365
68334934711.0,,,0.0,68334934711.0,gokulnb740,44110252585.0,l.a.barnitz
68334934711.0,,,0.0,68334934711.0,gokulnb740,68011718036.0,josh.mccluskey.796
68334934711.0,,,0.0,68334934711.0,gokulnb740,144096233.0,cheyenneberandi
68334934711.0,,,0.0,68334934711.0,gokulnb740,63405163526.0,importedhorror
68334934711.0,,,0.0,68334934711.0,gokulnb740,67888609550.0,ronahanson
68334934711.0,,,0.0,68334934711.0,gokulnb740,3029592674.0,briantreber
68334934711.0,,,0.0,68334934711.0,gokulnb740,62863447280.0,julieemovon_author
65172073819.0,,,0.0,65172073819.0,eluminora,62971506123.0,wanderingdeerpoet
65172073819.0,,,0.0,65172073819.0,eluminora,71457788782.0,dresdengreene
65172073819.0,,,0.0,65172073819.0,eluminora,64144937919.0,mrdershewrte
63249857818.0,,,0.0,63249857818.0,chrissie.munday,71452042928.0,jamesfahyauthor_real
63249857818.0,,,0.0,63249857818.0,chrissie.munday,68783505215.0,lmshb2024
14538034.0,,,0.0,14538034.0,nutwood_books,71452042928.0,jamesfahyauthor_real
14538034.0,,,0.0,14538034.0,nutwood_books,71719201699.0,ceilingsintheireyes
1917695018.0,,,0.0,1917695018.0,elishabuggwrites,71905872492.0,emma_woodhouse_books
1917695018.0,,,0.0,1917695018.0,elishabuggwrites,71452042928.0,jamesfahyauthor_real
58444618383.0,,,0.0,58444618383.0,justreaditalreadypod,51621989079.0,johnjbooks
292160403.0,,,0.0,292160403.0,chris.reads.a.lot,46342147.0,tone_of_tomes
292160403.0,,,0.0,292160403.0,chris.reads.a.lot,71452042928.0,jamesfahyauthor_real
292160403.0,,,0.0,292160403.0,chris.reads.a.lot,59089043051.0,jeremeyhwrites
37576462605.0,,,0.0,37576462605.0,katherineshawwrites,70854888684.0,vineetvermaauthor
26832928275.0,,,0.0,26832928275.0,stardustparadox,63275831139.0,_hellorachelle_
26832928275.0,,,0.0,26832928275.0,stardustparadox,63663320254.0,glmmom
3092444516.0,,,0.0,3092444516.0,fairestskyebooks,65961806408.0,ellenreadauthor
3092444516.0,,,0.0,3092444516.0,fairestskyebooks,2907929476.0,jessicamap
71734281145.0,,,0.0,71734281145.0,emilyhigginsauthor,64638297934.0,juliedmissen_author
71734281145.0,,,0.0,71734281145.0,emilyhigginsauthor,71673628951.0,j.d.suarezm_author
63475451080.0,,,0.0,63475451080.0,joedonnewrites,71719201699.0,ceilingsintheireyes
51372100338.0,,,0.0,51372100338.0,bookish.creatur,46342147.0,tone_of_tomes
51372100338.0,,,0.0,51372100338.0,bookish.creatur,71452042928.0,jamesfahyauthor_real
63439018971.0,,,0.0,63439018971.0,yetanotherlizzie,364607407.0,juliangert
64724186446.0,,,0.0,64724186446.0,christina.hyun,65401730120.0,jmelea_author
52748805672.0,,,0.0,52748805672.0,nick_bookworm,63130769286.0,theinstantreader
57669444046.0,,,0.0,57669444046.0,jadeford_writing,63317505259.0,mykolasoo
5885013.0,,,0.0,5885013.0,ddrosche,71452042928.0,jamesfahyauthor_real
63067940437.0,,,0.0,63067940437.0,brittanyannreads,71452042928.0,jamesfahyauthor_real
52626726110.0,,,0.0,52626726110.0,itscrisandherbooks,8044017738.0,seanwatkinauthor
7200085624.0,,,0.0,7200085624.0,knittinjen,63218343120.0,philip_j_waters_author
71528921629.0,,,0.0,71528921629.0,fierytenderness.writes,71905872492.0,emma_woodhouse_books
35317585106.0,,,0.0,35317585106.0,spillthepage,64118306600.0,rdaetha
46342147.0,,,0.0,46342147.0,tone_of_tomes,63426714633.0,that_bookworm_guy
63612363814.0,,,0.0,63612363814.0,beckywrightauthor,63763248422.0,curious_lit_corner
63612363814.0,,,0.0,63612363814.0,beckywrightauthor,7319907568.0,melanieasmithauthor
63612363814.0,,,0.0,63612363814.0,beckywrightauthor,8182295052.0,author_cmmccann
59089043051.0,,,0.0,59089043051.0,jeremeyhwrites,11327211724.0,emilygrayauthor
40375196930.0,,,0.0,40375196930.0,grannywenlock,71452042928.0,jamesfahyauthor_real
30800024.0,,,0.0,30800024.0,phoenix_faie,71452042928.0,jamesfahyauthor_real
30800024.0,,,0.0,30800024.0,phoenix_faie,63477475775.0,perksofbeingabookworm01
7319907568.0,,,0.0,7319907568.0,melanieasmithauthor,7572394349.0,michelleleighmiller_author
7319907568.0,,,0.0,7319907568.0,melanieasmithauthor,63242244277.0,festivalhorror
69776609011.0,,,0.0,69776609011.0,melissaboreal_art,71719201699.0,ceilingsintheireyes
63251473081.0,,,0.0,63251473081.0,asholdfieldauthor,70854888684.0,vineetvermaauthor
64530287411.0,,,0.0,64530287411.0,mike_likes_books,64624525083.0,allthestarsaredeadonyt
63032431059.0,,,0.0,63032431059.0,mamahunley,71452042928.0,jamesfahyauthor_real
69463407924.0,,,0.0,69463407924.0,christinepriestly_author,71452042928.0,jamesfahyauthor_real
1748581171.0,,,0.0,1748581171.0,luna13darke,5885013.0,ddrosche
62858039663.0,,,0.0,62858039663.0,ruthelaine877,70378304565.0,jkhilsinger
70097694048.0,,,0.0,70097694048.0,acourtofwordsandletters,71905872492.0,emma_woodhouse_books
63381245915.0,,,0.0,63381245915.0,jameswritesurprisingly,63474134685.0,woodscourtbooks
5614360050.0,,,0.0,5614360050.0,revannaalls,14538034.0,nutwood_books
68361680457.0,,,0.0,68361680457.0,marcushawke,70257240661.0,crunchygoodness
31569603.0,,,0.0,31569603.0,infactscott,70835039381.0,nomadsmobilebookstore
69670770373.0,,,0.0,69670770373.0,isitsowithgavinbuckle,69162290076.0,camgayfantasyreader
293611996.0,,,0.0,293611996.0,starfish1005,71452042928.0,jamesfahyauthor_real
71622882094.0,,,0.0,71622882094.0,thebookbattleaxe,63474617901.0,ryan_reads_and_writes
65401730120.0,,,0.0,65401730120.0,jmelea_author,71905872492.0,emma_woodhouse_books
65401730120.0,,,0.0,65401730120.0,jmelea_author,71459492115.0,mwheatleywriter
375072891.0,,,0.0,375072891.0,brendafh1,71452042928.0,jamesfahyauthor_real
7212635043.0,,,0.0,7212635043.0,manylittlewords,71905872492.0,emma_woodhouse_books
2101899166.0,,,0.0,2101899166.0,protokun,71452042928.0,jamesfahyauthor_real
64638297934.0,,,0.0,64638297934.0,juliedmissen_author,71734281145.0,emilyhigginsauthor
64638297934.0,,,0.0,64638297934.0,juliedmissen_author,63450476734.0,donnatracywriter
64638297934.0,,,0.0,64638297934.0,juliedmissen_author,63368302898.0,kidgillis
71719201699.0,,,0.0,71719201699.0,ceilingsintheireyes,69776609011.0,melissaboreal_art
71719201699.0,,,0.0,71719201699.0,ceilingsintheireyes,71850818855.0,aether.and.ink.stories
63474134685.0,,,0.0,63474134685.0,woodscourtbooks,64146307072.0,i_s_o_l_d_e_
63474134685.0,,,0.0,63474134685.0,woodscourtbooks,63407719556.0,shanlscott
63209663474.0,,,0.0,63209663474.0,christopherjameswrites,71452042928.0,jamesfahyauthor_real
63209663474.0,,,0.0,63209663474.0,christopherjameswrites,71719201699.0,ceilingsintheireyes
63209663474.0,,,0.0,63209663474.0,christopherjameswrites,63043437031.0,jennisimonis_author
71905872492.0,,,0.0,71905872492.0,emma_woodhouse_books,63450476734.0,donnatracywriter
63406347938.0,,,0.0,63406347938.0,thefarplaces,70382111375.0,bonnies5945
144096233.0,,,0.0,144096233.0,cheyenneberandi,63043437031.0,jennisimonis_author
63995732074.0,,,0.0,63995732074.0,tanjalin,63310626224.0,jackiesstrength73
63995732074.0,,,0.0,63995732074.0,tanjalin,69884012575.0,ninjasouthside
1531944471.0,,,0.0,1531944471.0,ljaldon,70835039381.0,nomadsmobilebookstore
65179808360.0,,,0.0,65179808360.0,depanamearome,63894194641.0,massimilianomangione
63130769286.0,,,0.0,63130769286.0,theinstantreader,35317585106.0,spillthepage
63246667437.0,,,0.0,63246667437.0,iamthecritic,71452042928.0,jamesfahyauthor_real
63364836741.0,,,0.0,63364836741.0,thekatelynmattson,63004270624.0,idrenalion
63403268534.0,,,0.0,63403268534.0,christinerwriter,68924691463.0,katycataclysm
63125879808.0,,,0.0,63125879808.0,jjdoborwrites,48253350641.0,daisyandthegirl
63125879808.0,,,0.0,63125879808.0,jjdoborwrites,64338268138.0,notions.of.nobody
3538200844.0,,,0.0,3538200844.0,purplecat42,69738739472.0,confusedmummy
63079986020.0,,,0.0,63079986020.0,katerinasanders,63612363814.0,beckywrightauthor
63079986020.0,,,0.0,63079986020.0,katerinasanders,3092444516.0,fairestskyebooks
63079986020.0,,,0.0,63079986020.0,katerinasanders,2907929476.0,jessicamap
71673628951.0,,,0.0,71673628951.0,j.d.suarezm_author,66498375768.0,swiftie__society
71673628951.0,,,0.0,71673628951.0,j.d.suarezm_author,63368302898.0,kidgillis
15151856700.0,,,0.0,15151856700.0,josephellis_author,64146307072.0,i_s_o_l_d_e_
15151856700.0,,,0.0,15151856700.0,josephellis_author,71459492115.0,mwheatleywriter
15151856700.0,,,0.0,15151856700.0,josephellis_author,63272371412.0,sjr.reads.books
341023988.0,,,0.0,341023988.0,dogoodpuzzler,66629251487.0,animal6025bear
341023988.0,,,0.0,341023988.0,dogoodpuzzler,63367833785.0,villainchrisk
49313285609.0,,,0.0,49313285609.0,ari.luna111,67634922319.0,emmaraeeee_
62404125839.0,,,0.0,62404125839.0,bersion_ibiza,63434618598.0,fawngoodwine
68892698026.0,,,0.0,68892698026.0,muhammadyaseen8483,58192408097.0,garciaperezgsw
68892698026.0,,,0.0,68892698026.0,muhammadyaseen8483,67941898985.0,rasel_0500333723
68892698026.0,,,0.0,68892698026.0,muhammadyaseen8483,70113547412.0,djconejoblas
68892698026.0,,,0.0,68892698026.0,muhammadyaseen8483,71159793401.0,gaspareduardocastrochavez
68892698026.0,,,0.0,68892698026.0,muhammadyaseen8483,70248155205.0,abdulkarim82hamad
68892698026.0,,,0.0,68892698026.0,muhammadyaseen8483,70249944954.0,afzal.7x
68892698026.0,,,0.0,68892698026.0,muhammadyaseen8483,71425528372.0,maryanncasipongmaglaque
66133584020.0,,,0.0,66133584020.0,liyah_icyy,66040494497.0,shennifer.xx
66133584020.0,,,0.0,66133584020.0,liyah_icyy,66498624070.0,awalharuna999
66133584020.0,,,0.0,66133584020.0,liyah_icyy,64600348460.0,msandreacamille
66133584020.0,,,0.0,66133584020.0,liyah_icyy,65707012628.0,chelseabearx
66133584020.0,,,0.0,66133584020.0,liyah_icyy,65741261625.0,_christina_marisa_
66133584020.0,,,0.0,66133584020.0,liyah_icyy,64985081219.0,fabfivebriggs
66133584020.0,,,0.0,66133584020.0,liyah_icyy,63088054048.0,borntobeweiiird
66133584020.0,,,0.0,66133584020.0,liyah_icyy,63394798056.0,ms.tiffanykt.1
66133584020.0,,,0.0,66133584020.0,liyah_icyy,63160598669.0,vinib_isme
66133584020.0,,,0.0,66133584020.0,liyah_icyy,65937755147.0,lilybradleyyy
63206095148.0,,,0.0,63206095148.0,littlefieldkoch,63259006501.0,fineswine2023
63206095148.0,,,0.0,63206095148.0,littlefieldkoch,63064470626.0,macgregor7894
65618532244.0,,,0.0,65618532244.0,superwife64_,69230487741.0,high_foreign_chick
2178033784.0,,,0.0,2178033784.0,1kplynn,63425495558.0,mackmyke9018
71901903657.0,,,0.0,71901903657.0,poetryoracle,63368302898.0,kidgillis
70826384825.0,,,0.0,70826384825.0,anna_r_v.2,71616592848.0,jasminelasouriante
63481825052.0,,,0.0,63481825052.0,elana_mcdougall_author,57422746293.0,dox1965
63481825052.0,,,0.0,63481825052.0,elana_mcdougall_author,63488865722.0,macpuffins
63230013706.0,,,0.0,63230013706.0,notgoingbacklisa,63126164675.0,_iamclimp
1834986434.0,,,0.0,1834986434.0,1downbadswiftie3,63859891710.0,helen_taylors_version
1834986434.0,,,0.0,1834986434.0,1downbadswiftie3,63400759207.0,gootie14
66502113246.0,,,0.0,66502113246.0,millennialhobbitauthor,70248155205.0,abdulkarim82hamad
1960913204.0,,,0.0,1960913204.0,johnm.bostock,63506553232.0,michael_ekin
5996355820.0,,,0.0,5996355820.0,nancyconnollypergolizzi,63474617901.0,ryan_reads_and_writes
69867258797.0,,,0.0,69867258797.0,noturmomsbookrecs,65189344964.0,mujerebonita
69867258797.0,,,0.0,69867258797.0,noturmomsbookrecs,63090245861.0,booklovejess
62403161120.0,,,0.0,62403161120.0,reine.writes.stuff,20478530.0,peggytran
