user_pk,follower_pk,follower_username,follower_count,user_threads_userpk,user_threads_follower_pk,username
64525247485,50735443814,stellarsyntax,175,64176685312.0,64176685312.0,
64525247485,4012560080,keironepadayachee,139,68752062095.0,68752062095.0,
64525247485,3462117287,vighnesh__77,124,63091172845.0,63091172845.0,
64525247485,8439412121,souravbaghz,255,63627184621.0,63627184621.0,
64525247485,1053333502,marinaleitecabrera,120,65935649039.0,65935649039.0,
64525247485,4186792286,avinash._4,141,63456888487.0,63456888487.0,
64525247485,5691536546,adhri__nath,159,63097235307.0,63097235307.0,
64525247485,33208853,jacqueline19931224,1053,63460660269.0,63460660269.0,
64525247485,6183965744,eezeeee__,262,67176808783.0,67176808783.0,
64525247485,5930337415,karthi.keyan__,116,63493184117.0,63493184117.0,
64525247485,513750904,nicholasgould1,2990,63274746176.0,63274746176.0,
64525247485,1099385602,mcewenar,185,63139131737.0,63139131737.0,
64525247485,9195626764,ojay_thediplomat,170,66410384692.0,66410384692.0,
64525247485,1636356,brunicorno,259,63534654838.0,63534654838.0,
64525247485,31746720773,sotaro_1203_,111,63403349631.0,63403349631.0,
64525247485,1366249421,synta.cog,175,63408189910.0,63408189910.0,
64525247485,9130597937,derrickampy,226,63092501609.0,63092501609.0,
64525247485,11095478,yonghosee,260,63472825423.0,63472825423.0,
64525247485,5799279281,banhcommauxanh,111,64410341942.0,64410341942.0,
64525247485,2069913017,theoleksander,313,63433607357.0,63433607357.0,
64525247485,964800654,super_issy,117,63255123616.0,63255123616.0,
64525247485,1677641289,alexandert18_,217,64101698120.0,64101698120.0,
64525247485,23399170668,andrwwteo,169,63429715286.0,63429715286.0,
64525247485,6118068991,jakeclifford1.0,200,70183957157.0,70183957157.0,
64525247485,3147293002,xx.abhi.xx,140,63075318160.0,63075318160.0,
64525247485,1494990665,sergiotar_00,170,67597131992.0,67597131992.0,
64525247485,726529,spather,147,63448816529.0,63448816529.0,
64525247485,258595411,calico_park_,177,63960294897.0,63960294897.0,
64525247485,5864743405,circus.hmtuan,174,63085914329.0,63085914329.0,
64525247485,8589731782,benyoucef_ichrak,170,64621136022.0,64621136022.0,
64525247485,2159439892,tramy22_,195,63294088600.0,63294088600.0,
64525247485,51035298010,len.mortal_,143,63391183056.0,63391183056.0,
64525247485,49982894119,marina_samy225,111,63456312228.0,63456312228.0,
64525247485,50367744303,___dsdaily___,12782,63277906339.0,63277906339.0,
64525247485,1526771784,tushar_8013,157,63046199039.0,63046199039.0,
64525247485,2250749328,aryamandev,565,63281630199.0,63281630199.0,
64525247485,1629008693,skp_karun,148,63448716582.0,63448716582.0,
64525247485,3607104769,jyotiikenjale,248,63408563735.0,63408563735.0,
64525247485,3960089444,fedev18,106,63310242727.0,63310242727.0,
64525247485,1088935185,jayjayninetyfive,141,63394023624.0,63394023624.0,
64525247485,424784777,iamcarlosnc,139,62838117706.0,62838117706.0,
64525247485,1996319921,jkrollingcc,178,63778628461.0,63778628461.0,
64525247485,183874971,georgymh,709,63262870600.0,63262870600.0,
64525247485,260856070,br0dyk73,348,63278863306.0,63278863306.0,
64525247485,57992458376,nicosquiroz,249,63079357714.0,63079357714.0,
64525247485,518722998,annahaz1101,176,67022586822.0,67022586822.0,
64525247485,268499307,kanyazov,181,69404479823.0,69404479823.0,
64525247485,3566457318,andreas_vrl,256,64275578673.0,64275578673.0,
64525247485,6098708020,fchpriani,156,63393471519.0,63393471519.0,
64525247485,630851582,tristantylo,129,65102552054.0,65102552054.0,
64525247485,260141425,marshallaross,428,63078227275.0,63078227275.0,
64525247485,5319313224,asiedurkio,176,63979231191.0,63979231191.0,
64525247485,3916167629,hosiuchuen_,142,63392367216.0,63392367216.0,
64525247485,62169522913,mudit_devloprr,775,67752320505.0,67752320505.0,
64525247485,14143890,sutheerak,288,63084047761.0,63084047761.0,
64525247485,33127119723,couchmeka,397,63258369335.0,63258369335.0,
64525247485,50257318037,_shortboyd,156,63244571485.0,63244571485.0,
64525247485,1430612152,hitesh_shridhar,115,63033642331.0,63033642331.0,
64525247485,11141336,thefareastmovement,344,63394999302.0,63394999302.0,
64525247485,41160941,lomingisaman,369,69283091700.0,69283091700.0,
64525247485,284549656,flaviobs1,339,65237424313.0,65237424313.0,
64525247485,15194737155,onemancipher,221,62855351917.0,62855351917.0,
64525247485,1683116,debstract,240,63235167672.0,63235167672.0,
64525247485,13247618778,_phineaspham_,146,63076491674.0,63076491674.0,
64525247485,30749106,arthurrschaefer,605,63440921670.0,63440921670.0,
64525247485,235054645,kuirabaa,478,63218766361.0,63218766361.0,
64525247485,5511839193,manuelcarrasco2013,138,63446249137.0,63446249137.0,
64525247485,206151034,axelmg,176,68036154853.0,68036154853.0,
64525247485,144483468,fan_mic_gogh,150,66665148138.0,66665148138.0,
64525247485,21948767532,cienciadosdados,6212,63066786590.0,63066786590.0,
64525247485,53190727331,lildecaffeinated,151,63122188530.0,63122188530.0,
64525247485,5397987968,_ddariootorricelli_,494,63231936239.0,63231936239.0,
64525247485,22106138079,flamingo_sound,116,64777410484.0,64777410484.0,
64525247485,486139865,rendotflyaway,110,64123248218.0,64123248218.0,
64525247485,1922418,joaopedro_,815,63403661010.0,63403661010.0,
64525247485,45462713,inyomannatanael,223,63273974593.0,63273974593.0,
64525247485,1452506250,lavenda_watila,197,63239603310.0,63239603310.0,
64525247485,222415033,lucas.heverly,138,63270446482.0,63270446482.0,
64525247485,25062210633,codewithnoobie,232,63404326273.0,63404326273.0,
64525247485,1509539610,angelodiaz_asso,118,63470121446.0,63470121446.0,
64525247485,1476361125,abuyamanu,103,63414972662.0,63414972662.0,
64525247485,589566102,chenhueishuang,118,65398225276.0,65398225276.0,
64525247485,1196092113,michael1017556,153,63312240176.0,63312240176.0,
64525247485,1464191098,johanesalexander2211,184,64719994343.0,64719994343.0,
64525247485,5957361766,raisnurwahyudin__id,177,63045180635.0,63045180635.0,
64525247485,175090616,jayesswhy,130,63414026518.0,63414026518.0,
64525247485,409739807,rod_wongg,105,63266747463.0,63266747463.0,
64525247485,9315801,nuthx,289,63086991637.0,63086991637.0,
64525247485,13812829,emotion23machine,243,63126890385.0,63126890385.0,
64525247485,390960150,debrianruhut,121,63370062840.0,63370062840.0,
64525247485,176614244,charlenopires,424,63176126992.0,63176126992.0,
64525247485,42748826,sidneip,196,63427532244.0,63427532244.0,
64525247485,47888850565,rlancaster243,102,63271133637.0,63271133637.0,
64525247485,1519953587,john_fromero,106,63209599081.0,63209599081.0,
64525247485,198067783,badoats,203,63039237419.0,63039237419.0,
64525247485,7364212735,arifwarsii,786,63065652463.0,63065652463.0,
64525247485,4617785472,theo102654,176,63287501819.0,63287501819.0,
64525247485,1470398348,inder.baldawa,140,63280677812.0,63280677812.0,
64525247485,196466086,alisadeghiaghili,167,63293348425.0,63293348425.0,
64525247485,294261691,johnnysungs,235,67651309788.0,67651309788.0,
64525247485,3642458378,kaichen1008_,165,63258207634.0,63258207634.0,
64525247485,19070095616,viswasvinayakumar,193,66880389087.0,66880389087.0,
64525247485,203652252,andrewgeorgi0u,115,63088222368.0,63088222368.0,
64525247485,256223922,garygrossman,108,63457694030.0,63457694030.0,
64525247485,179026065,alfonso.oton,120,63933674161.0,63933674161.0,
64525247485,4552358580,manhphim,233,63880782869.0,63880782869.0,
64525247485,6419419712,ziyad_3zzaz,238,63159149346.0,63159149346.0,
64525247485,42617075,marsally498,220,68254753656.0,68254753656.0,
64525247485,7271591,junechengx,241,63067218739.0,63067218739.0,
64525247485,1617441,yurimochi,127,63237271894.0,63237271894.0,
64525247485,695521251,siddharth.rout1,103,69613044086.0,69613044086.0,
64525247485,33633143,boon_loong,177,63301808411.0,63301808411.0,
64525247485,8544034869,cali.mgk,194,63089770373.0,63089770373.0,
64525247485,7724877387,norahnorsh,103,63079651985.0,63079651985.0,
64525247485,270513940,ahdios,102,63093067645.0,63093067645.0,
64525247485,37496412771,mosunmola_zainab_,132,63438983817.0,63438983817.0,
64525247485,4329746397,peters_sweiya,143,63388741319.0,63388741319.0,
64525247485,5711645512,hugo1618_,462,63541678778.0,63541678778.0,
64525247485,50249309,terenzio989,184,63086309255.0,63086309255.0,
64525247485,30079664,longmanyo,103,63527985637.0,63527985637.0,
64525247485,66522753978,exploitxpertz.exe,1969,67584051903.0,67584051903.0,
64525247485,6078686641,himu_uuuuuu,107,63139476973.0,63139476973.0,
64525247485,2522107146,tingfuzhang9165,150,63000486730.0,63000486730.0,
64525247485,632061960,tphamtvy_,4440,63433439697.0,63433439697.0,
64525247485,29046638,felipelima2602,159,65212565280.0,65212565280.0,
64525247485,1268090601,a.salgadom,177,63847166218.0,63847166218.0,
64525247485,199327957,irnnr,227,63207167110.0,63207167110.0,
64525247485,66550634349,trueone.1,113,67062332539.0,67062332539.0,
64525247485,420165349,topher_tc,268,65703462283.0,65703462283.0,
64525247485,2132452656,lubiarsada,157,63394990262.0,63394990262.0,
64525247485,7679978937,lucasam_t,143,63232498925.0,63232498925.0,
64525247485,1471458810,tqatuan,345,63406633267.0,63406633267.0,
64525247485,55642707,kobe_y_,201,63410199402.0,63410199402.0,
64525247485,1148630698,nurfareeza09,132,63075946148.0,63075946148.0,
64525247485,2471795,edaizat,107,63422587516.0,63422587516.0,
64525247485,262351,manikrathee,411,63414086258.0,63414086258.0,
64525247485,1281306531,manu.el.boludo,371,64652280007.0,64652280007.0,
64525247485,385650523,lucianacolella__,118,69061403851.0,69061403851.0,
64525247485,8077502687,gemma_s_vida,135,63276634338.0,63276634338.0,
64525247485,49929774444,kriti_g_9,152,68520334163.0,68520334163.0,
64525247485,281753547,laloletechipia,160,67897029380.0,67897029380.0,
64525247485,1190232045,mr.poohb3ar,433,63136023658.0,63136023658.0,
64525247485,1328039812,jacobmuimi_,3309,63427323737.0,63427323737.0,
64525247485,639333716,ashtoncoghlan,105,63039501336.0,63039501336.0,
64525247485,6068261076,mccrory.d,197,63066037934.0,63066037934.0,
64525247485,60602301017,celerier229ms,342,63330003931.0,63330003931.0,
28904998990,6723107053,ulfeid3,204,66276488755.0,66276488755.0,
28904998990,292713190,julie_imbrattacarte,440,63524658361.0,63524658361.0,
28904998990,50808855695,vou.ssy,224,63546558571.0,63546558571.0,
28904998990,263819846,lilystrations_,125,67613895123.0,67613895123.0,
28904998990,42366235501,gabriele.gerosa90,146,68695623053.0,68695623053.0,
28904998990,6453895714,mrlivingstonepics,300,64048242951.0,64048242951.0,
28904998990,4524611711,valemexxina,181,69852150746.0,69852150746.0,
28904998990,224472759,gabriele.dedominicis,172,69014216189.0,69014216189.0,
28904998990,7012341932,lombardi8076,895,66312672990.0,66312672990.0,
28904998990,12090345670,casino_carino,133,67734017126.0,67734017126.0,
28904998990,5985794845,silviettaberto,136,68642081851.0,68642081851.0,
28904998990,54762068339,m.ele_nora,141,66727438457.0,66727438457.0,
28904998990,27677015925,trekking_basso_lazio,376,65383376164.0,65383376164.0,
28904998990,2982232242,_simonezomp,238,66244005129.0,66244005129.0,
28904998990,294878034,massi8686,102,65801817453.0,65801817453.0,
28904998990,3978607502,lonricck,290,63745513205.0,63745513205.0,
28904998990,24120243,ale7676,156,63242755727.0,63242755727.0,
28904998990,1582312805,giu_sardi,427,63235304010.0,63235304010.0,
28904998990,3257734889,_ale.grecu_,143,63225456939.0,63225456939.0,
28904998990,4309962071,fggm.mt,257,65552405463.0,65552405463.0,
28904998990,1481443709,achille_colimoro,125,63581799202.0,63581799202.0,
28904998990,195465346,marco_monogatari,144,64767087413.0,64767087413.0,
28904998990,12434087744,giulia_ungarelli_authoress,421,63528554672.0,63528554672.0,
28904998990,2244903872,gianlucapittelli,114,68079739770.0,68079739770.0,
28904998990,376086273,vittofio,275,63894236445.0,63894236445.0,
28904998990,208489749,bellezzaebenessereconteta,126,63560381730.0,63560381730.0,
28904998990,47677935,niun68,558,63678391809.0,63678391809.0,
28904998990,402463962,eleirepalumbo,113,69516024006.0,69516024006.0,
28904998990,3678671756,giulianovannini,572,63317341386.0,63317341386.0,
28904998990,11427638668,clarayemahuevosdecampo,3089,64595302535.0,64595302535.0,
28904998990,206948742,im_riccardoschillaci,401,63908489346.0,63908489346.0,
28904998990,30634580,dr_slump,101,66897966938.0,66897966938.0,
28904998990,6827566370,notanarco,223,63308530555.0,63308530555.0,
60381420025,455951974,_dennisobrien_,229,63393358051.0,63393358051.0,
60381420025,7780609171,harry_map,128,63453387759.0,63453387759.0,
60381420025,60730114424,edward.is.writing,480,63414758350.0,63414758350.0,
60381420025,2259377672,ben.murdoch,1735,63216365996.0,63216365996.0,
60381420025,55448130349,mobis_dad,135,63053052130.0,63053052130.0,
60381420025,3417554655,lakshyaaagrawal,111,63292403322.0,63292403322.0,
60381420025,210635730,kpolzounov,262,63406708578.0,63406708578.0,
60381420025,57253534478,devben.tech,1645,63459538027.0,63459538027.0,
60381420025,184760549,chrisalbon,4265,63440602234.0,63440602234.0,
60381420025,217970939,onejasonknight,1023,63478193760.0,63478193760.0,
60381420025,51198915,jeremyphoward,3124,63135526665.0,63135526665.0,
60381420025,29432010321,webdevmadeeasy,1303,63207927693.0,63207927693.0,
60381420025,60743717442,salman.code,167,63419525028.0,63419525028.0,
60381420025,24500283056,beiramiab,571,63375434705.0,63375434705.0,
60381420025,60812944109,neuro_valentine,731,63261560399.0,63261560399.0,
60381420025,197943268,arnimittal,141,63445463186.0,63445463186.0,
60381420025,51202374952,surya_ganguli,1238,63474971954.0,63474971954.0,
60381420025,54545597783,reznikib,1660,63444873029.0,63444873029.0,
60381420025,1970681391,eddyvinck,1077,63216317302.0,63216317302.0,
60381420025,52350917592,salemghouili,850,63135505450.0,63135505450.0,
60381420025,1701362635,hi.bangtoy,110,63095826408.0,63095826408.0,
60381420025,472055745,antisignal,1560,63076885189.0,63076885189.0,
60381420025,53089543349,ameknite,315,63615064699.0,63615064699.0,
60381420025,7660014469,nsjames_,363,63253414997.0,63253414997.0,
60381420025,7574699186,sujankumar91,361,63233413995.0,63233413995.0,
60381420025,1402077140,abheist,422,63444848840.0,63444848840.0,
60381420025,60441752476,__ericelliott,1923,63086233653.0,63086233653.0,
60381420025,67978722813,ricochicomico1,203,67638552678.0,67638552678.0,
60381420025,1780938875,lvdmaaten,666,63450603149.0,63450603149.0,
60381420025,37364540076,roxanadaneshjou,371,63477240530.0,63477240530.0,
60381420025,60218285076,iopfelix,825,63216567381.0,63216567381.0,
60381420025,8505413,elephantum,135,63229700060.0,63229700060.0,
60381420025,4081029264,scott.a.corbitt,736,63450577334.0,63450577334.0,
60381420025,60207071293,alexcarliera,358,63427025476.0,63427025476.0,
60381420025,59630473493,ashwinkadaru,454,63237499809.0,63237499809.0,
60381420025,324485237,sethclaudepierre,144,63130652340.0,63130652340.0,
60381420025,330700379,culstrup,228,63281717908.0,63281717908.0,
60381420025,3621729316,jbar380,906,63092969131.0,63092969131.0,
60381420025,1068530,philfung,3402,63393918381.0,63393918381.0,
60381420025,8599693,xamatriain,1364,63419846156.0,63419846156.0,
60381420025,2131014426,falazar23,400,63438318214.0,63438318214.0,
60381420025,4364364,mlaprise,186,63223691957.0,63223691957.0,
60381420025,34267220474,mazorlori,390,63458451613.0,63458451613.0,
60381420025,60592327866,npp2049,187,62861631273.0,62861631273.0,
60381420025,51805782258,hudy9x,329,63303915333.0,63303915333.0,
60381420025,270609324,matic3d,566,63317984643.0,63317984643.0,
60381420025,60742845960,sung.kim.mw,4635,63134047866.0,63134047866.0,
60381420025,426069312,ekdr0,107,63256774488.0,63256774488.0,
60381420025,1550617711,daniel.zaldana,280,63437487306.0,63437487306.0,
60381420025,18603457864,vikaswakde42,175,63086327482.0,63086327482.0,
60381420025,544988821,pedrooleadess,104,63424053829.0,63424053829.0,
60381420025,48404536053,rogue_mandrill,156,63386391872.0,63386391872.0,
60381420025,5881816430,pjbontrager,284,63075122279.0,63075122279.0,
60381420025,200769127,pwlot,378,63094232552.0,63094232552.0,
60381420025,4192759478,yeah_that_femi,671,63125135965.0,63125135965.0,
60381420025,55648813143,jaat_introvert,166,63292795658.0,63292795658.0,
60381420025,4695205803,_dia_bolical,235,63134765332.0,63134765332.0,
60381420025,60765033431,think_virtually_ai,843,63070013973.0,63070013973.0,
60381420025,807647706,tarunnraj,247,63137573083.0,63137573083.0,
60381420025,33413974796,spacegrep,145,63411255010.0,63411255010.0,
60381420025,38831500788,tedunderwoodillinois,1178,63243414943.0,63243414943.0,
60381420025,1599470142,t.peng,2023,63239087221.0,63239087221.0,
60381420025,5582736428,charlesvardeman,269,63087177520.0,63087177520.0,
60381420025,368940709,stevejsteiner,1300,63146900381.0,63146900381.0,
60381420025,30593636,aimanfarooq,511,63254600229.0,63254600229.0,
60381420025,8071700499,entrpswn,531,63391178703.0,63391178703.0,
60381420025,211091582,avdalca,294,63092009298.0,63092009298.0,
60381420025,36699618,_aswadi_,110,63243223215.0,63243223215.0,
60381420025,60598565578,phlippseitz,224,63066631657.0,63066631657.0,
60381420025,60532350919,therealsamlaki,249,63628384148.0,63628384148.0,
60381420025,48960765627,pranavkatariain,146,63417946594.0,63417946594.0,
60381420025,60548894889,circuitmage,103,63406279253.0,63406279253.0,
60381420025,519351596,akashpanda,145,63227995698.0,63227995698.0,
60381420025,60430225068,ryan_biondo,170,63475674814.0,63475674814.0,
60381420025,43171052155,lgusmartins,842,63021127870.0,63021127870.0,
60381420025,60760889694,ainewsandtrends,727,63398519403.0,63398519403.0,
60381420025,47686503015,devtools.fm,1795,63288577973.0,63288577973.0,
60381420025,60357638625,chrisgenocpa,186,63228923208.0,63228923208.0,
60381420025,60134273670,jthomasmock,413,63149093334.0,63149093334.0,
60381420025,10001172,chrubble,149,63135066443.0,63135066443.0,
60381420025,463023,jmaartenson,106,63091495518.0,63091495518.0,
60381420025,3688838069,lucas_a_meyer,14579,63062975385.0,63062975385.0,
60381420025,194271863,harpreetmatharoo,134,63485113425.0,63485113425.0,
60381420025,38531706,eadeli,112,63161477780.0,63161477780.0,
60381420025,8586751731,kshitij_ai_tools,243,63293786904.0,63293786904.0,
60381420025,186760956,chris.staud,415,63252438570.0,63252438570.0,
60381420025,18863108,un0blogger,115,63071911572.0,63071911572.0,
60381420025,39957515214,alena.harley,599,63094206365.0,63094206365.0,
60381420025,60573562826,cto_junior,1251,63433500113.0,63433500113.0,
60381420025,1818520495,rbansal16,171,63373759976.0,63373759976.0,
60381420025,181673624,shoumikhin,2885,63096421658.0,63096421658.0,
60381420025,60372505501,albertvilella.i,575,63252704024.0,63252704024.0,
60381420025,60573510931,mattys.tech,572,63092526771.0,63092526771.0,
60381420025,53135558897,multidominic,232,63457996711.0,63457996711.0,
60381420025,2719080241,schuster.tal,237,63237603559.0,63237603559.0,
60381420025,2832181,michaelrighi,1046,63435001566.0,63435001566.0,
60381420025,508013699,bhavulgauri,850,63389189431.0,63389189431.0,
60381420025,3698084,aut0mata,149,63383927387.0,63383927387.0,
60381420025,30985337,nikola.vejin,228,63062027740.0,63062027740.0,
60381420025,251509987,vibhorrastogi,257,63427810097.0,63427810097.0,
60381420025,66597266718,the_ai_night_owl,143,66457778057.0,66457778057.0,
60381420025,7152366,carmelyne,1277,63422820681.0,63422820681.0,
60381420025,44026855142,prasoonpratham,2059,63447689749.0,63447689749.0,
60381420025,6884209908,sonjathegrey,1146,63233135143.0,63233135143.0,
